Date,Day of Week,Visitor Team,Home Team,VisitorPts,HomePts,Day or Night,Attendance,Time of Game (minutes)
01/04/2021,Thu,Pittsburgh Pirates,Chicago Cubs,5,3,D,10343,240
01/04/2021,Thu,St. Louis Cardinals,Cincinnati Reds,11,6,D,12264,211
01/04/2021,Thu,Los Angeles Dodgers,Colorado Rockies,5,8,D,20570,226
01/04/2021,Thu,Tampa Bay Rays,Miami Marlins,1,0,D,7062,164
01/04/2021,Thu,Minnesota Twins,Milwaukee Brewers,5,6,D,11740,254
01/04/2021,Thu,Atlanta Braves,Philadelphia Phillies,2,3,D,8529,213
01/04/2021,Thu,Arizona D'Backs,San Diego Padres,7,8,D,10350,206
01/04/2021,Thu,Chicago White Sox,Los Angeles Angels,3,4,N,13207,171
01/04/2021,Thu,Cleveland Indians,Detroit Tigers,2,3,D,8000,183
01/04/2021,Thu,Texas Rangers,Kansas City Royals,10,14,D,9155,266
01/04/2021,Thu,Toronto Blue Jays,New York Yankees,3,2,D,10850,224
01/04/2021,Thu,Houston Astros,Oakland Athletics,8,1,N,10436,208
01/04/2021,Thu,San Francisco Giants,Seattle Mariners,7,8,N,8174,225
02/04/2021,Fri,Los Angeles Dodgers,Colorado Rockies,11,6,N,20363,199
02/04/2021,Fri,Tampa Bay Rays,Miami Marlins,6,4,N,6115,202
02/04/2021,Fri,Arizona D'Backs,San Diego Padres,2,4,N,10350,233
02/04/2021,Fri,Chicago White Sox,Los Angeles Angels,12,8,N,12763,224
02/04/2021,Fri,Baltimore Orioles,Boston Red Sox,3,0,D,4452,190
02/04/2021,Fri,Houston Astros,Oakland Athletics,9,5,N,5446,214
02/04/2021,Fri,San Francisco Giants,Seattle Mariners,6,3,N,8392,196
03/04/2021,Sat,Pittsburgh Pirates,Chicago Cubs,1,5,D,10343,188
03/04/2021,Sat,St. Louis Cardinals,Cincinnati Reds,6,9,D,12213,204
03/04/2021,Sat,Los Angeles Dodgers,Colorado Rockies,6,5,N,20688,215
03/04/2021,Sat,Tampa Bay Rays,Miami Marlins,7,12,N,6179,212
03/04/2021,Sat,Minnesota Twins,Milwaukee Brewers,2,0,N,11383,166
03/04/2021,Sat,Atlanta Braves,Philadelphia Phillies,0,4,D,8582,150
03/04/2021,Sat,Arizona D'Backs,San Diego Padres,0,7,N,10350,178
03/04/2021,Sat,Chicago White Sox,Los Angeles Angels,3,5,N,12043,184
03/04/2021,Sat,Baltimore Orioles,Boston Red Sox,4,2,D,4571,171
03/04/2021,Sat,Cleveland Indians,Detroit Tigers,2,5,D,8000,197
03/04/2021,Sat,Texas Rangers,Kansas City Royals,4,11,D,8889,173
03/04/2021,Sat,Toronto Blue Jays,New York Yankees,3,5,D,10107,218
03/04/2021,Sat,Houston Astros,Oakland Athletics,9,1,D,5803,204
03/04/2021,Sat,San Francisco Giants,Seattle Mariners,0,4,N,8651,179
04/04/2021,Sun,Pittsburgh Pirates,Chicago Cubs,3,4,D,10343,189
04/04/2021,Sun,St. Louis Cardinals,Cincinnati Reds,1,12,D,11629,180
04/04/2021,Sun,Los Angeles Dodgers,Colorado Rockies,4,2,D,20368,171
04/04/2021,Sun,Minnesota Twins,Milwaukee Brewers,8,2,D,10666,209
04/04/2021,Sun,Atlanta Braves,Philadelphia Phillies,1,2,D,10773,160
04/04/2021,Sun,Arizona D'Backs,San Diego Padres,3,1,D,10350,199
04/04/2021,Sun,Chicago White Sox,Los Angeles Angels,4,7,N,12396,236
04/04/2021,Sun,Baltimore Orioles,Boston Red Sox,11,3,D,4458,208
04/04/2021,Sun,Cleveland Indians,Detroit Tigers,9,3,D,8000,158
04/04/2021,Sun,Texas Rangers,Kansas City Royals,7,3,D,8869,173
04/04/2021,Sun,Toronto Blue Jays,New York Yankees,3,1,D,10066,161
04/04/2021,Sun,Houston Astros,Oakland Athletics,9,2,D,4504,195
05/04/2021,Mon,Milwaukee Brewers,Chicago Cubs,3,5,N,10343,169
05/04/2021,Mon,Pittsburgh Pirates,Cincinnati Reds,3,5,N,9097,198
05/04/2021,Mon,St. Louis Cardinals,Miami Marlins,4,1,N,4605,189
05/04/2021,Mon,New York Mets,Philadelphia Phillies,3,5,N,10782,195
05/04/2021,Mon,San Francisco Giants,San Diego Padres,3,2,N,10350,215
05/04/2021,Mon,Houston Astros,Los Angeles Angels,6,7,N,13447,241
05/04/2021,Mon,Tampa Bay Rays,Boston Red Sox,2,11,N,4577,206
05/04/2021,Mon,Kansas City Royals,Cleveland Indians,3,0,D,8914,172
05/04/2021,Mon,Minnesota Twins,Detroit Tigers,15,6,D,7232,212
05/04/2021,Mon,Baltimore Orioles,New York Yankees,0,7,N,9008,178
05/04/2021,Mon,Los Angeles Dodgers,Oakland Athletics,10,3,N,6653,215
05/04/2021,Mon,Chicago White Sox,Seattle Mariners,6,0,N,6436,203
05/04/2021,Mon,Toronto Blue Jays,Texas Rangers,6,2,D,38238,184
06/04/2021,Tue,Milwaukee Brewers,Chicago Cubs,4,0,N,10343,186
06/04/2021,Tue,Pittsburgh Pirates,Cincinnati Reds,1,14,N,11093,155
06/04/2021,Tue,Arizona D'Backs,Colorado Rockies,10,8,N,10240,269
06/04/2021,Tue,St. Louis Cardinals,Miami Marlins,4,2,N,4982,223
06/04/2021,Tue,New York Mets,Philadelphia Phillies,8,4,N,10752,220
06/04/2021,Tue,San Francisco Giants,San Diego Padres,1,3,N,10350,173
06/04/2021,Tue,Atlanta Braves,Washington Nationals,5,6,D,4801,190
06/04/2021,Tue,Houston Astros,Los Angeles Angels,4,2,D,11122,167
06/04/2021,Tue,Tampa Bay Rays,Boston Red Sox,5,6,N,4682,265
06/04/2021,Tue,Minnesota Twins,Detroit Tigers,3,4,D,7306,240
06/04/2021,Tue,Baltimore Orioles,New York Yankees,2,7,N,9404,178
06/04/2021,Tue,Los Angeles Dodgers,Oakland Athletics,5,1,N,7672,165
06/04/2021,Tue,Chicago White Sox,Seattle Mariners,10,4,N,7980,225
06/04/2021,Tue,Toronto Blue Jays,Texas Rangers,4,7,N,18585,153
07/04/2021,Wed,Milwaukee Brewers,Chicago Cubs,4,2,D,10343,212
07/04/2021,Wed,Pittsburgh Pirates,Cincinnati Reds,4,11,D,11463,155
07/04/2021,Wed,Arizona D'Backs,Colorado Rockies,0,8,N,12894,177
07/04/2021,Wed,St. Louis Cardinals,Miami Marlins,7,0,D,5244,190
07/04/2021,Wed,New York Mets,Philadelphia Phillies,2,8,D,10807,215
07/04/2021,Wed,San Francisco Giants,San Diego Padres,3,2,D,10350,201
07/04/2021,Wed,Atlanta Braves,Washington Nationals,7,6,D,0,169
07/04/2021,Wed,Atlanta Braves,Washington Nationals,2,0,N,4927,128
07/04/2021,Wed,Tampa Bay Rays,Boston Red Sox,2,9,D,4751,171
07/04/2021,Wed,Kansas City Royals,Cleveland Indians,2,4,D,5908,173
07/04/2021,Wed,Minnesota Twins,Detroit Tigers,3,2,D,7568,166
07/04/2021,Wed,Baltimore Orioles,New York Yankees,4,3,N,10254,234
07/04/2021,Wed,Los Angeles Dodgers,Oakland Athletics,3,4,D,8131,226
07/04/2021,Wed,Chicago White Sox,Seattle Mariners,4,8,D,7429,229
07/04/2021,Wed,Toronto Blue Jays,Texas Rangers,1,2,D,16876,153
08/04/2021,Thu,Arizona D'Backs,Colorado Rockies,3,7,D,10836,171
08/04/2021,Thu,Miami Marlins,New York Mets,2,3,D,8492,198
08/04/2021,Thu,Chicago Cubs,Pittsburgh Pirates,4,2,D,7749,195
08/04/2021,Thu,Milwaukee Brewers,St. Louis Cardinals,1,3,D,13328,185
08/04/2021,Thu,Boston Red Sox,Baltimore Orioles,7,3,D,10150,188
08/04/2021,Thu,Kansas City Royals,Chicago White Sox,0,6,D,8207,168
08/04/2021,Thu,Oakland Athletics,Houston Astros,2,6,N,21765,190
08/04/2021,Thu,Seattle Mariners,Minnesota Twins,2,10,D,9675,207
08/04/2021,Thu,Los Angeles Angels,Toronto Blue Jays,7,5,N,1348,237
09/04/2021,Fri,Cincinnati Reds,Arizona D'Backs,6,5,N,19385,227
09/04/2021,Fri,Philadelphia Phillies,Atlanta Braves,1,8,N,14342,183
09/04/2021,Fri,Washington Nationals,Los Angeles Dodgers,0,1,D,15036,151
09/04/2021,Fri,Colorado Rockies,San Francisco Giants,1,3,D,7390,174
09/04/2021,Fri,Detroit Tigers,Cleveland Indians,1,4,N,7775,160
09/04/2021,Fri,Oakland Athletics,Houston Astros,6,2,N,21768,194
09/04/2021,Fri,New York Yankees,Tampa Bay Rays,5,10,D,9021,173
09/04/2021,Fri,San Diego Padres,Texas Rangers,3,0,N,27575,166
09/04/2021,Fri,Los Angeles Angels,Toronto Blue Jays,7,1,N,1523,186
10/04/2021,Sat,Cincinnati Reds,Arizona D'Backs,3,8,N,13208,189
10/04/2021,Sat,Philadelphia Phillies,Atlanta Braves,4,5,N,14394,170
10/04/2021,Sat,Washington Nationals,Los Angeles Dodgers,5,9,N,15021,191
10/04/2021,Sat,Miami Marlins,New York Mets,3,0,D,8419,156
10/04/2021,Sat,Chicago Cubs,Pittsburgh Pirates,2,8,N,7052,187
10/04/2021,Sat,Colorado Rockies,San Francisco Giants,3,4,D,6176,193
10/04/2021,Sat,Milwaukee Brewers,St. Louis Cardinals,9,5,D,13304,223
10/04/2021,Sat,Boston Red Sox,Baltimore Orioles,6,4,N,9307,214
10/04/2021,Sat,Detroit Tigers,Cleveland Indians,3,11,N,7570,173
10/04/2021,Sat,Oakland Athletics,Houston Astros,7,3,D,21760,194
10/04/2021,Sat,Seattle Mariners,Minnesota Twins,4,3,D,9817,194
10/04/2021,Sat,New York Yankees,Tampa Bay Rays,0,4,D,6270,184
10/04/2021,Sat,San Diego Padres,Texas Rangers,7,4,N,35856,195
10/04/2021,Sat,Los Angeles Angels,Toronto Blue Jays,1,15,N,1292,201
11/04/2021,Sun,Cincinnati Reds,Arizona D'Backs,0,7,D,10981,159
11/04/2021,Sun,Philadelphia Phillies,Atlanta Braves,7,6,N,14221,183
11/04/2021,Sun,Washington Nationals,Los Angeles Dodgers,0,3,D,15049,149
11/04/2021,Sun,Miami Marlins,New York Mets,5,6,D,8199,245
11/04/2021,Sun,Chicago Cubs,Pittsburgh Pirates,1,7,D,6851,182
11/04/2021,Sun,Colorado Rockies,San Francisco Giants,0,4,D,6560,180
11/04/2021,Sun,Milwaukee Brewers,St. Louis Cardinals,9,3,D,13176,184
11/04/2021,Sun,Boston Red Sox,Baltimore Orioles,14,9,D,8171,226
11/04/2021,Sun,Kansas City Royals,Chicago White Sox,4,3,D,7695,234
11/04/2021,Sun,Detroit Tigers,Cleveland Indians,2,5,D,6859,184
11/04/2021,Sun,Seattle Mariners,Minnesota Twins,8,6,D,9792,208
11/04/2021,Sun,New York Yankees,Tampa Bay Rays,8,4,D,6965,222
11/04/2021,Sun,San Diego Padres,Texas Rangers,2,0,D,26723,196
12/04/2021,Mon,Oakland Athletics,Arizona D'Backs,9,5,N,8768,209
12/04/2021,Mon,Miami Marlins,Atlanta Braves,5,3,N,11830,225
12/04/2021,Mon,Chicago Cubs,Milwaukee Brewers,3,6,N,11209,184
12/04/2021,Mon,San Diego Padres,Pittsburgh Pirates,6,2,N,4068,184
12/04/2021,Mon,Cincinnati Reds,San Francisco Giants,3,0,N,3662,155
12/04/2021,Mon,Washington Nationals,St. Louis Cardinals,5,2,N,12894,200
12/04/2021,Mon,Cleveland Indians,Chicago White Sox,3,4,N,7393,185
12/04/2021,Mon,Detroit Tigers,Houston Astros,6,2,N,15779,184
12/04/2021,Mon,Los Angeles Angels,Kansas City Royals,10,3,N,6962,208
12/04/2021,Mon,Texas Rangers,Tampa Bay Rays,0,1,N,3627,162
12/04/2021,Mon,New York Yankees,Toronto Blue Jays,3,1,N,1576,184
13/04/2021,Tue,Oakland Athletics,Arizona D'Backs,7,5,D,7010,219
13/04/2021,Tue,Miami Marlins,Atlanta Braves,14,8,N,12036,231
13/04/2021,Tue,Colorado Rockies,Los Angeles Dodgers,0,7,N,15021,188
13/04/2021,Tue,Chicago Cubs,Milwaukee Brewers,3,2,N,11025,187
13/04/2021,Tue,Philadelphia Phillies,New York Mets,3,4,D,0,191
13/04/2021,Tue,Philadelphia Phillies,New York Mets,0,4,N,7611,150
13/04/2021,Tue,San Diego Padres,Pittsburgh Pirates,4,8,N,4814,247
13/04/2021,Tue,Cincinnati Reds,San Francisco Giants,6,7,N,3673,191
13/04/2021,Tue,Washington Nationals,St. Louis Cardinals,3,14,N,12714,204
13/04/2021,Tue,Seattle Mariners,Baltimore Orioles,4,3,D,0,146
13/04/2021,Tue,Seattle Mariners,Baltimore Orioles,6,7,N,4147,158
13/04/2021,Tue,Cleveland Indians,Chicago White Sox,2,0,N,7102,182
13/04/2021,Tue,Detroit Tigers,Houston Astros,8,2,N,17080,207
13/04/2021,Tue,Los Angeles Angels,Kansas City Royals,2,3,N,6404,177
13/04/2021,Tue,Boston Red Sox,Minnesota Twins,4,2,D,6724,197
13/04/2021,Tue,Texas Rangers,Tampa Bay Rays,8,3,N,4753,163
13/04/2021,Tue,New York Yankees,Toronto Blue Jays,3,7,N,1550,184
14/04/2021,Wed,Miami Marlins,Atlanta Braves,6,5,N,12480,206
14/04/2021,Wed,Colorado Rockies,Los Angeles Dodgers,2,4,N,15093,216
14/04/2021,Wed,Chicago Cubs,Milwaukee Brewers,0,7,D,10598,186
14/04/2021,Wed,Philadelphia Phillies,New York Mets,1,5,N,7520,170
14/04/2021,Wed,San Diego Padres,Pittsburgh Pirates,1,5,N,5228,207
14/04/2021,Wed,Cincinnati Reds,San Francisco Giants,0,3,D,6409,150
14/04/2021,Wed,Washington Nationals,St. Louis Cardinals,6,0,D,13206,191
14/04/2021,Wed,Cleveland Indians,Chicago White Sox,0,8,N,7148,160
14/04/2021,Wed,Detroit Tigers,Houston Astros,6,4,N,14720,240
14/04/2021,Wed,Los Angeles Angels,Kansas City Royals,1,6,D,6814,190
14/04/2021,Wed,Boston Red Sox,Minnesota Twins,3,2,D,0,160
14/04/2021,Wed,Boston Red Sox,Minnesota Twins,7,1,N,7074,151
14/04/2021,Wed,Texas Rangers,Tampa Bay Rays,5,1,N,3021,178
14/04/2021,Wed,New York Yankees,Toronto Blue Jays,4,5,D,1613,174
15/04/2021,Thu,Miami Marlins,Atlanta Braves,6,7,D,11739,204
15/04/2021,Thu,Colorado Rockies,Los Angeles Dodgers,5,7,N,15129,181
15/04/2021,Thu,San Diego Padres,Pittsburgh Pirates,8,3,D,4023,195
15/04/2021,Thu,Arizona D'Backs,Washington Nationals,11,6,N,6666,206
15/04/2021,Thu,Seattle Mariners,Baltimore Orioles,4,2,D,0,143
15/04/2021,Thu,Seattle Mariners,Baltimore Orioles,2,1,N,5060,121
15/04/2021,Thu,Cleveland Indians,Chicago White Sox,4,2,D,7049,197
15/04/2021,Thu,Toronto Blue Jays,Kansas City Royals,5,7,N,6266,171
15/04/2021,Thu,Boston Red Sox,Minnesota Twins,3,4,D,7925,205
15/04/2021,Thu,Detroit Tigers,Oakland Athletics,4,8,N,3004,197
15/04/2021,Thu,Texas Rangers,Tampa Bay Rays,6,4,N,4217,224
16/04/2021,Fri,Atlanta Braves,Chicago Cubs,5,2,D,10343,242
16/04/2021,Fri,Cleveland Indians,Cincinnati Reds,3,10,N,12497,191
16/04/2021,Fri,San Francisco Giants,Miami Marlins,1,4,N,5734,164
16/04/2021,Fri,Pittsburgh Pirates,Milwaukee Brewers,6,1,N,11967,189
16/04/2021,Fri,St. Louis Cardinals,Philadelphia Phillies,2,9,N,10842,154
16/04/2021,Fri,Los Angeles Dodgers,San Diego Padres,11,6,N,15250,297
16/04/2021,Fri,Arizona D'Backs,Washington Nationals,0,1,N,8056,174
16/04/2021,Fri,Minnesota Twins,Los Angeles Angels,3,10,N,13428,188
16/04/2021,Fri,Tampa Bay Rays,New York Yankees,8,2,N,10202,202
16/04/2021,Fri,Detroit Tigers,Oakland Athletics,0,3,N,4538,151
16/04/2021,Fri,Houston Astros,Seattle Mariners,5,6,N,8967,184
16/04/2021,Fri,Baltimore Orioles,Texas Rangers,5,2,N,22173,152
17/04/2021,Sat,Atlanta Braves,Chicago Cubs,4,13,D,10343,203
17/04/2021,Sat,Cleveland Indians,Cincinnati Reds,2,3,D,12598,205
17/04/2021,Sat,New York Mets,Colorado Rockies,4,3,D,0,147
17/04/2021,Sat,New York Mets,Colorado Rockies,2,7,N,13906,131
17/04/2021,Sat,San Francisco Giants,Miami Marlins,6,7,N,6014,236
17/04/2021,Sat,Pittsburgh Pirates,Milwaukee Brewers,1,7,N,12038,162
17/04/2021,Sat,St. Louis Cardinals,Philadelphia Phillies,9,4,D,10890,234
17/04/2021,Sat,Los Angeles Dodgers,San Diego Padres,2,0,N,15250,192
17/04/2021,Sat,Arizona D'Backs,Washington Nationals,2,6,D,8305,203
17/04/2021,Sat,Chicago White Sox,Boston Red Sox,4,7,D,4668,216
17/04/2021,Sat,Toronto Blue Jays,Kansas City Royals,5,1,D,9048,130
17/04/2021,Sat,Toronto Blue Jays,Kansas City Royals,2,3,N,8950,141
17/04/2021,Sat,Tampa Bay Rays,New York Yankees,6,3,D,10583,208
17/04/2021,Sat,Detroit Tigers,Oakland Athletics,0,7,D,6931,169
17/04/2021,Sat,Houston Astros,Seattle Mariners,1,0,N,8960,156
17/04/2021,Sat,Baltimore Orioles,Texas Rangers,6,1,N,29338,185
18/04/2021,Sun,Atlanta Braves,Chicago Cubs,13,4,N,10343,206
18/04/2021,Sun,Cleveland Indians,Cincinnati Reds,6,3,D,12551,162
18/04/2021,Sun,New York Mets,Colorado Rockies,2,1,D,15082,158
18/04/2021,Sun,San Francisco Giants,Miami Marlins,1,0,D,6129,173
18/04/2021,Sun,Pittsburgh Pirates,Milwaukee Brewers,6,5,D,11772,227
18/04/2021,Sun,St. Louis Cardinals,Philadelphia Phillies,0,2,D,10876,154
18/04/2021,Sun,Los Angeles Dodgers,San Diego Padres,2,5,D,15250,192
18/04/2021,Sun,Arizona D'Backs,Washington Nationals,5,2,D,8478,200
18/04/2021,Sun,Chicago White Sox,Boston Red Sox,3,2,D,4679,124
18/04/2021,Sun,Chicago White Sox,Boston Red Sox,5,1,N,4601,144
18/04/2021,Sun,Toronto Blue Jays,Kansas City Royals,0,2,D,9042,174
18/04/2021,Sun,Tampa Bay Rays,New York Yankees,4,2,D,10606,176
18/04/2021,Sun,Detroit Tigers,Oakland Athletics,2,3,D,6917,162
18/04/2021,Sun,Houston Astros,Seattle Mariners,2,7,D,8959,199
18/04/2021,Sun,Baltimore Orioles,Texas Rangers,0,1,D,24267,180
19/04/2021,Mon,San Francisco Giants,Philadelphia Phillies,2,0,N,9510,190
19/04/2021,Mon,Milwaukee Brewers,San Diego Padres,3,1,N,15250,169
19/04/2021,Mon,St. Louis Cardinals,Washington Nationals,12,5,N,7542,191
19/04/2021,Mon,Texas Rangers,Los Angeles Angels,6,4,N,11396,195
19/04/2021,Mon,Chicago White Sox,Boston Red Sox,4,11,D,4738,195
19/04/2021,Mon,Tampa Bay Rays,Kansas City Royals,4,1,N,5589,180
19/04/2021,Mon,Los Angeles Dodgers,Seattle Mariners,3,4,N,8999,191
20/04/2021,Tue,New York Mets,Chicago Cubs,1,3,N,10137,212
20/04/2021,Tue,Arizona D'Backs,Cincinnati Reds,5,4,N,8085,200
20/04/2021,Tue,Houston Astros,Colorado Rockies,2,6,N,10144,188
20/04/2021,Tue,Baltimore Orioles,Miami Marlins,7,5,N,4540,206
20/04/2021,Tue,San Francisco Giants,Philadelphia Phillies,10,7,N,10584,196
20/04/2021,Tue,Milwaukee Brewers,San Diego Padres,6,0,N,15250,170
20/04/2021,Tue,St. Louis Cardinals,Washington Nationals,2,3,N,8418,171
20/04/2021,Tue,Texas Rangers,Los Angeles Angels,2,6,N,12544,172
20/04/2021,Tue,Toronto Blue Jays,Boston Red Sox,2,4,N,4728,162
20/04/2021,Tue,Chicago White Sox,Cleveland Indians,8,5,N,4176,219
20/04/2021,Tue,Tampa Bay Rays,Kansas City Royals,14,7,N,4481,215
20/04/2021,Tue,Atlanta Braves,New York Yankees,1,3,N,10017,186
20/04/2021,Tue,Minnesota Twins,Oakland Athletics,0,7,D,0,135
20/04/2021,Tue,Minnesota Twins,Oakland Athletics,0,1,N,3322,128
20/04/2021,Tue,Los Angeles Dodgers,Seattle Mariners,1,0,D,8998,148
21/04/2021,Wed,New York Mets,Chicago Cubs,4,16,N,10196,207
21/04/2021,Wed,Arizona D'Backs,Cincinnati Reds,8,5,N,8025,220
21/04/2021,Wed,Houston Astros,Colorado Rockies,3,6,D,7120,154
21/04/2021,Wed,Baltimore Orioles,Miami Marlins,0,3,D,4028,162
21/04/2021,Wed,San Francisco Giants,Philadelphia Phillies,5,6,D,9537,195
21/04/2021,Wed,Milwaukee Brewers,San Diego Padres,4,2,D,15250,220
21/04/2021,Wed,St. Louis Cardinals,Washington Nationals,0,1,D,7769,181
21/04/2021,Wed,Texas Rangers,Los Angeles Angels,7,4,D,9207,200
21/04/2021,Wed,Toronto Blue Jays,Boston Red Sox,6,3,N,4661,225
21/04/2021,Wed,Pittsburgh Pirates,Detroit Tigers,3,2,D,7356,136
21/04/2021,Wed,Pittsburgh Pirates,Detroit Tigers,2,5,N,7461,115
21/04/2021,Wed,Tampa Bay Rays,Kansas City Royals,8,9,N,5053,193
21/04/2021,Wed,Atlanta Braves,New York Yankees,4,1,N,9634,196
21/04/2021,Wed,Minnesota Twins,Oakland Athletics,12,13,D,3405,256
22/04/2021,Thu,New York Mets,Chicago Cubs,3,4,N,10343,221
22/04/2021,Thu,Arizona D'Backs,Cincinnati Reds,14,11,D,7549,266
22/04/2021,Thu,San Diego Padres,Los Angeles Dodgers,3,2,N,15167,182
22/04/2021,Thu,Miami Marlins,San Francisco Giants,0,3,N,4580,146
22/04/2021,Thu,Seattle Mariners,Boston Red Sox,7,3,N,4617,208
22/04/2021,Thu,New York Yankees,Cleveland Indians,6,3,N,6380,211
22/04/2021,Thu,Pittsburgh Pirates,Detroit Tigers,4,2,D,7314,174
22/04/2021,Thu,Los Angeles Angels,Houston Astros,2,8,N,13985,223
23/04/2021,Fri,Arizona D'Backs,Atlanta Braves,4,5,N,19258,167
23/04/2021,Fri,Milwaukee Brewers,Chicago Cubs,2,15,D,10343,186
23/04/2021,Fri,Philadelphia Phillies,Colorado Rockies,4,5,N,14025,202
23/04/2021,Fri,San Diego Padres,Los Angeles Dodgers,6,1,N,15222,172
23/04/2021,Fri,Washington Nationals,New York Mets,0,6,N,8130,157
23/04/2021,Fri,Miami Marlins,San Francisco Giants,3,5,N,6657,161
23/04/2021,Fri,Cincinnati Reds,St. Louis Cardinals,4,5,N,13196,195
23/04/2021,Fri,Oakland Athletics,Baltimore Orioles,3,1,N,7574,173
23/04/2021,Fri,Seattle Mariners,Boston Red Sox,5,6,N,4646,208
23/04/2021,Fri,Texas Rangers,Chicago White Sox,7,9,N,8969,224
23/04/2021,Fri,New York Yankees,Cleveland Indians,5,3,N,8662,197
23/04/2021,Fri,Kansas City Royals,Detroit Tigers,6,2,N,8000,182
23/04/2021,Fri,Los Angeles Angels,Houston Astros,4,5,N,21728,213
23/04/2021,Fri,Pittsburgh Pirates,Minnesota Twins,0,2,N,9541,137
23/04/2021,Fri,Toronto Blue Jays,Tampa Bay Rays,5,3,N,5564,166
24/04/2021,Sat,Milwaukee Brewers,Chicago Cubs,4,3,D,10343,212
24/04/2021,Sat,Philadelphia Phillies,Colorado Rockies,7,5,N,20214,191
24/04/2021,Sat,San Diego Padres,Los Angeles Dodgers,4,5,N,15596,233
24/04/2021,Sat,Washington Nationals,New York Mets,7,1,D,8051,200
24/04/2021,Sat,Miami Marlins,San Francisco Giants,5,2,N,8282,166
24/04/2021,Sat,Cincinnati Reds,St. Louis Cardinals,0,2,D,13176,153
24/04/2021,Sat,Oakland Athletics,Baltimore Orioles,7,2,N,7616,199
24/04/2021,Sat,Seattle Mariners,Boston Red Sox,8,2,D,4621,185
24/04/2021,Sat,Texas Rangers,Chicago White Sox,1,2,N,8556,178
24/04/2021,Sat,New York Yankees,Cleveland Indians,2,1,N,8817,185
24/04/2021,Sat,Kansas City Royals,Detroit Tigers,2,1,D,8000,130
24/04/2021,Sat,Los Angeles Angels,Houston Astros,2,16,D,21820,200
24/04/2021,Sat,Pittsburgh Pirates,Minnesota Twins,6,2,D,9718,163
24/04/2021,Sat,Toronto Blue Jays,Tampa Bay Rays,3,5,N,6688,190
25/04/2021,Sun,Arizona D'Backs,Atlanta Braves,5,0,D,0,130
25/04/2021,Sun,Arizona D'Backs,Atlanta Braves,7,0,N,20693,131
25/04/2021,Sun,Milwaukee Brewers,Chicago Cubs,6,0,D,10343,203
25/04/2021,Sun,Philadelphia Phillies,Colorado Rockies,2,12,D,20244,196
25/04/2021,Sun,San Diego Padres,Los Angeles Dodgers,8,7,D,15316,299
25/04/2021,Sun,Washington Nationals,New York Mets,0,4,D,7784,162
25/04/2021,Sun,Miami Marlins,San Francisco Giants,3,4,D,7572,190
25/04/2021,Sun,Cincinnati Reds,St. Louis Cardinals,2,5,D,13348,169
25/04/2021,Sun,Oakland Athletics,Baltimore Orioles,1,8,D,8107,176
25/04/2021,Sun,Seattle Mariners,Boston Red Sox,3,5,D,4510,164
25/04/2021,Sun,Texas Rangers,Chicago White Sox,4,8,D,9285,212
25/04/2021,Sun,New York Yankees,Cleveland Indians,3,7,D,8766,187
25/04/2021,Sun,Kansas City Royals,Detroit Tigers,4,0,D,8000,203
25/04/2021,Sun,Los Angeles Angels,Houston Astros,4,2,D,21781,184
25/04/2021,Sun,Pittsburgh Pirates,Minnesota Twins,6,2,D,9396,211
25/04/2021,Sun,Toronto Blue Jays,Tampa Bay Rays,1,0,D,6372,193
26/04/2021,Mon,Chicago Cubs,Atlanta Braves,7,8,N,17956,209
26/04/2021,Mon,Cincinnati Reds,Los Angeles Dodgers,5,3,N,15199,229
26/04/2021,Mon,Miami Marlins,Milwaukee Brewers,8,0,N,10749,200
26/04/2021,Mon,Colorado Rockies,San Francisco Giants,0,12,N,4129,147
26/04/2021,Mon,Philadelphia Phillies,St. Louis Cardinals,2,1,N,12866,142
26/04/2021,Mon,New York Yankees,Baltimore Orioles,2,4,N,6367,161
26/04/2021,Mon,Minnesota Twins,Cleveland Indians,3,5,N,4555,190
26/04/2021,Mon,Kansas City Royals,Detroit Tigers,3,2,D,7288,176
26/04/2021,Mon,Seattle Mariners,Houston Astros,2,5,N,11862,187
26/04/2021,Mon,Oakland Athletics,Tampa Bay Rays,2,1,N,2981,171
26/04/2021,Mon,Los Angeles Angels,Texas Rangers,9,4,N,17766,186
27/04/2021,Tue,San Diego Padres,Arizona D'Backs,1,5,N,10486,173
27/04/2021,Tue,Chicago Cubs,Atlanta Braves,0,5,N,17603,166
27/04/2021,Tue,Cincinnati Reds,Los Angeles Dodgers,6,5,N,15306,194
27/04/2021,Tue,Miami Marlins,Milwaukee Brewers,4,5,N,10620,195
27/04/2021,Tue,Boston Red Sox,New York Mets,2,1,N,7917,158
27/04/2021,Tue,Kansas City Royals,Pittsburgh Pirates,1,2,N,5510,140
27/04/2021,Tue,Colorado Rockies,San Francisco Giants,7,5,N,5595,210
27/04/2021,Tue,Philadelphia Phillies,St. Louis Cardinals,2,5,N,12895,162
27/04/2021,Tue,New York Yankees,Baltimore Orioles,5,1,N,6662,173
27/04/2021,Tue,Detroit Tigers,Chicago White Sox,5,2,N,9445,190
27/04/2021,Tue,Minnesota Twins,Cleveland Indians,4,7,N,6303,187
27/04/2021,Tue,Seattle Mariners,Houston Astros,0,2,N,14413,160
27/04/2021,Tue,Oakland Athletics,Tampa Bay Rays,3,4,N,2924,176
27/04/2021,Tue,Los Angeles Angels,Texas Rangers,1,6,N,16103,170
