Date,Day of Week,Visitor Team,Home Team,VisitorPts,HomePts,Day or Night,Attendance,Time of Game (minutes)
29/08/2021,Sun,Chicago Cubs,Chicago White Sox,1,13,D,38565,180
29/08/2021,Sun,Boston Red Sox,Cleveland Indians,5,7,D,22883,202
29/08/2021,Sun,Toronto Blue Jays,Detroit Tigers,2,1,D,15956,174
29/08/2021,Sun,Milwaukee Brewers,Minnesota Twins,6,2,D,26186,172
29/08/2021,Sun,New York Yankees,Oakland Athletics,1,3,D,18468,192
29/08/2021,Sun,Kansas City Royals,Seattle Mariners,3,4,D,20044,171
29/08/2021,Sun,Houston Astros,Texas Rangers,2,13,D,31062,192
30/08/2021,Mon,San Diego Padres,Arizona D'Backs,7,5,N,8482,215
30/08/2021,Mon,St. Louis Cardinals,Cincinnati Reds,3,1,N,10773,167
30/08/2021,Mon,Atlanta Braves,Los Angeles Dodgers,3,5,N,49410,180
30/08/2021,Mon,Milwaukee Brewers,San Francisco Giants,3,1,N,23154,195
30/08/2021,Mon,Philadelphia Phillies,Washington Nationals,7,4,N,17353,217
30/08/2021,Mon,New York Yankees,Los Angeles Angels,7,8,N,29436,190
30/08/2021,Mon,Minnesota Twins,Detroit Tigers,3,2,D,13425,162
30/08/2021,Mon,Houston Astros,Seattle Mariners,4,3,N,11630,215
30/08/2021,Mon,Boston Red Sox,Tampa Bay Rays,1,6,N,6753,200
30/08/2021,Mon,Colorado Rockies,Texas Rangers,3,4,N,14990,169
30/08/2021,Mon,Baltimore Orioles,Toronto Blue Jays,3,7,N,14406,175
31/08/2021,Tue,San Diego Padres,Arizona D'Backs,3,0,N,10818,185
31/08/2021,Tue,Atlanta Braves,Los Angeles Dodgers,2,3,N,44952,175
31/08/2021,Tue,Miami Marlins,New York Mets,1,3,N,18101,125
31/08/2021,Tue,Milwaukee Brewers,San Francisco Giants,6,2,N,20897,190
31/08/2021,Tue,Philadelphia Phillies,Washington Nationals,12,6,N,16844,230
31/08/2021,Tue,New York Yankees,Los Angeles Angels,4,6,N,34813,192
31/08/2021,Tue,Pittsburgh Pirates,Chicago White Sox,2,4,N,19221,177
31/08/2021,Tue,Oakland Athletics,Detroit Tigers,9,3,N,13853,178
31/08/2021,Tue,Cleveland Indians,Kansas City Royals,7,2,N,11542,174
31/08/2021,Tue,Chicago Cubs,Minnesota Twins,3,1,N,22224,214
31/08/2021,Tue,Houston Astros,Seattle Mariners,0,4,N,10452,193
31/08/2021,Tue,Boston Red Sox,Tampa Bay Rays,5,8,N,6868,188
31/08/2021,Tue,Colorado Rockies,Texas Rangers,3,4,N,18383,196
31/08/2021,Tue,Baltimore Orioles,Toronto Blue Jays,4,2,N,13963,175
01/09/2021,Wed,San Diego Padres,Arizona D'Backs,3,8,D,5945,196
01/09/2021,Wed,St. Louis Cardinals,Cincinnati Reds,5,4,D,10365,140
01/09/2021,Wed,St. Louis Cardinals,Cincinnati Reds,2,12,N,10892,168
01/09/2021,Wed,Atlanta Braves,Los Angeles Dodgers,3,4,N,47473,180
01/09/2021,Wed,Milwaukee Brewers,San Francisco Giants,5,2,N,21189,225
01/09/2021,Wed,New York Yankees,Los Angeles Angels,4,1,D,28753,170
01/09/2021,Wed,Pittsburgh Pirates,Chicago White Sox,3,6,N,19231,179
01/09/2021,Wed,Oakland Athletics,Detroit Tigers,6,8,N,12593,193
01/09/2021,Wed,Cleveland Indians,Kansas City Royals,5,3,N,10516,216
01/09/2021,Wed,Chicago Cubs,Minnesota Twins,3,0,N,21784,148
01/09/2021,Wed,Houston Astros,Seattle Mariners,0,1,D,10519,197
01/09/2021,Wed,Boston Red Sox,Tampa Bay Rays,3,2,N,7808,193
01/09/2021,Wed,Colorado Rockies,Texas Rangers,9,5,D,14747,241
01/09/2021,Wed,Baltimore Orioles,Toronto Blue Jays,4,5,N,14262,185
02/09/2021,Thu,Pittsburgh Pirates,Chicago Cubs,5,6,N,26963,235
02/09/2021,Thu,Atlanta Braves,Colorado Rockies,6,5,N,21481,171
02/09/2021,Thu,Miami Marlins,New York Mets,3,4,N,23737,179
02/09/2021,Thu,Milwaukee Brewers,San Francisco Giants,1,5,D,21023,151
02/09/2021,Thu,Philadelphia Phillies,Washington Nationals,7,6,D,12280,232
02/09/2021,Thu,Oakland Athletics,Detroit Tigers,8,6,D,11623,216
02/09/2021,Thu,Cleveland Indians,Kansas City Royals,4,2,N,10042,176
02/09/2021,Thu,Boston Red Sox,Tampa Bay Rays,4,0,N,7923,175
03/09/2021,Fri,Seattle Mariners,Arizona D'Backs,6,5,N,12729,211
03/09/2021,Fri,Pittsburgh Pirates,Chicago Cubs,5,6,D,24441,182
03/09/2021,Fri,Detroit Tigers,Cincinnati Reds,15,5,N,19430,240
03/09/2021,Fri,Atlanta Braves,Colorado Rockies,3,4,N,24371,151
03/09/2021,Fri,Philadelphia Phillies,Miami Marlins,3,10,N,7073,188
03/09/2021,Fri,St. Louis Cardinals,Milwaukee Brewers,15,4,N,23987,204
03/09/2021,Fri,Houston Astros,San Diego Padres,6,3,N,37033,217
03/09/2021,Fri,Los Angeles Dodgers,San Francisco Giants,2,3,N,39338,272
03/09/2021,Fri,New York Mets,Washington Nationals,6,2,N,26779,229
03/09/2021,Fri,Texas Rangers,Los Angeles Angels,2,3,N,19074,202
03/09/2021,Fri,Cleveland Indians,Boston Red Sox,5,8,N,31127,189
03/09/2021,Fri,Chicago White Sox,Kansas City Royals,2,7,N,14210,197
03/09/2021,Fri,Baltimore Orioles,New York Yankees,3,4,N,34085,228
03/09/2021,Fri,Minnesota Twins,Tampa Bay Rays,3,5,N,8864,145
03/09/2021,Fri,Oakland Athletics,Toronto Blue Jays,10,11,N,14843,186
04/09/2021,Sat,Seattle Mariners,Arizona D'Backs,8,5,N,18819,190
04/09/2021,Sat,Pittsburgh Pirates,Chicago Cubs,6,7,D,30020,222
04/09/2021,Sat,Detroit Tigers,Cincinnati Reds,4,7,N,26962,198
04/09/2021,Sat,Atlanta Braves,Colorado Rockies,6,7,N,35351,190
04/09/2021,Sat,Philadelphia Phillies,Miami Marlins,2,3,N,9256,186
04/09/2021,Sat,St. Louis Cardinals,Milwaukee Brewers,0,4,N,33439,146
04/09/2021,Sat,Houston Astros,San Diego Padres,2,10,N,35338,201
04/09/2021,Sat,Los Angeles Dodgers,San Francisco Giants,6,1,N,41146,208
04/09/2021,Sat,New York Mets,Washington Nationals,11,9,D,13916,245
04/09/2021,Sat,New York Mets,Washington Nationals,3,4,N,22420,137
04/09/2021,Sat,Texas Rangers,Los Angeles Angels,1,4,N,22697,141
04/09/2021,Sat,Cleveland Indians,Boston Red Sox,3,4,D,33081,189
04/09/2021,Sat,Chicago White Sox,Kansas City Royals,10,7,N,18800,216
04/09/2021,Sat,Baltimore Orioles,New York Yankees,4,3,D,34571,234
04/09/2021,Sat,Minnesota Twins,Tampa Bay Rays,4,11,D,13861,189
04/09/2021,Sat,Oakland Athletics,Toronto Blue Jays,8,10,D,14947,193
05/09/2021,Sun,Seattle Mariners,Arizona D'Backs,10,4,D,14408,229
05/09/2021,Sun,Pittsburgh Pirates,Chicago Cubs,8,11,D,30155,252
05/09/2021,Sun,Detroit Tigers,Cincinnati Reds,4,1,D,23083,174
05/09/2021,Sun,Atlanta Braves,Colorado Rockies,9,2,D,33957,158
05/09/2021,Sun,Philadelphia Phillies,Miami Marlins,4,3,D,8082,220
05/09/2021,Sun,St. Louis Cardinals,Milwaukee Brewers,5,6,D,33845,248
05/09/2021,Sun,Houston Astros,San Diego Padres,3,4,D,35007,178
05/09/2021,Sun,Los Angeles Dodgers,San Francisco Giants,4,6,D,41155,202
05/09/2021,Sun,New York Mets,Washington Nationals,13,6,D,22162,215
05/09/2021,Sun,Texas Rangers,Los Angeles Angels,7,3,D,18492,195
05/09/2021,Sun,Cleveland Indians,Boston Red Sox,11,5,D,27578,239
05/09/2021,Sun,Chicago White Sox,Kansas City Royals,0,6,D,19696,174
05/09/2021,Sun,Baltimore Orioles,New York Yankees,8,7,D,33091,241
05/09/2021,Sun,Minnesota Twins,Tampa Bay Rays,6,5,D,14165,212
05/09/2021,Sun,Oakland Athletics,Toronto Blue Jays,0,8,D,14988,182
06/09/2021,Mon,Cincinnati Reds,Chicago Cubs,3,4,D,27289,165
06/09/2021,Mon,San Francisco Giants,Colorado Rockies,10,5,D,27967,207
06/09/2021,Mon,Philadelphia Phillies,Milwaukee Brewers,12,0,D,30192,201
06/09/2021,Mon,Detroit Tigers,Pittsburgh Pirates,3,6,D,11141,166
06/09/2021,Mon,Los Angeles Dodgers,St. Louis Cardinals,5,1,D,43575,157
06/09/2021,Mon,New York Mets,Washington Nationals,3,4,D,17623,205
06/09/2021,Mon,Texas Rangers,Los Angeles Angels,4,0,N,16241,157
06/09/2021,Mon,Kansas City Royals,Baltimore Orioles,3,2,D,11973,182
06/09/2021,Mon,Tampa Bay Rays,Boston Red Sox,11,10,D,26512,294
06/09/2021,Mon,Minnesota Twins,Cleveland Indians,5,2,N,12675,172
06/09/2021,Mon,Seattle Mariners,Houston Astros,2,11,N,25802,203
06/09/2021,Mon,Toronto Blue Jays,New York Yankees,8,0,D,31196,165
07/09/2021,Tue,Texas Rangers,Arizona D'Backs,3,1,N,8758,167
07/09/2021,Tue,Washington Nationals,Atlanta Braves,5,8,N,20544,194
07/09/2021,Tue,Cincinnati Reds,Chicago Cubs,4,3,N,24925,169
07/09/2021,Tue,San Francisco Giants,Colorado Rockies,12,3,N,24387,182
07/09/2021,Tue,New York Mets,Miami Marlins,9,4,N,5848,239
07/09/2021,Tue,Philadelphia Phillies,Milwaukee Brewers,0,10,N,22955,185
07/09/2021,Tue,Detroit Tigers,Pittsburgh Pirates,2,3,N,8329,196
07/09/2021,Tue,Los Angeles Angels,San Diego Padres,4,0,N,34405,173
07/09/2021,Tue,Los Angeles Dodgers,St. Louis Cardinals,7,2,N,34500,186
07/09/2021,Tue,Kansas City Royals,Baltimore Orioles,3,7,N,4981,167
07/09/2021,Tue,Tampa Bay Rays,Boston Red Sox,12,7,N,25065,177
07/09/2021,Tue,Minnesota Twins,Cleveland Indians,3,0,N,10448,219
07/09/2021,Tue,Seattle Mariners,Houston Astros,4,5,N,20353,209
07/09/2021,Tue,Toronto Blue Jays,New York Yankees,5,1,N,30164,176
07/09/2021,Tue,Chicago White Sox,Oakland Athletics,6,3,N,4556,200
08/09/2021,Wed,Texas Rangers,Arizona D'Backs,8,5,D,6354,215
08/09/2021,Wed,Washington Nationals,Atlanta Braves,4,2,N,20074,215
08/09/2021,Wed,Cincinnati Reds,Chicago Cubs,1,4,N,25861,169
08/09/2021,Wed,San Francisco Giants,Colorado Rockies,7,4,D,20358,215
08/09/2021,Wed,New York Mets,Miami Marlins,1,2,N,6378,186
08/09/2021,Wed,Philadelphia Phillies,Milwaukee Brewers,3,4,N,20654,209
08/09/2021,Wed,Detroit Tigers,Pittsburgh Pirates,5,1,N,8382,171
08/09/2021,Wed,Los Angeles Angels,San Diego Padres,5,8,N,34537,211
08/09/2021,Wed,Los Angeles Dodgers,St. Louis Cardinals,4,5,N,35566,155
08/09/2021,Wed,Kansas City Royals,Baltimore Orioles,8,9,N,4965,212
08/09/2021,Wed,Tampa Bay Rays,Boston Red Sox,1,2,N,26649,166
08/09/2021,Wed,Minnesota Twins,Cleveland Indians,3,0,N,11037,143
08/09/2021,Wed,Seattle Mariners,Houston Astros,8,5,D,19089,226
08/09/2021,Wed,Toronto Blue Jays,New York Yankees,6,3,N,25873,234
08/09/2021,Wed,Chicago White Sox,Oakland Athletics,1,5,N,8147,170
09/09/2021,Thu,Washington Nationals,Atlanta Braves,6,7,N,23657,227
09/09/2021,Thu,New York Mets,Miami Marlins,2,3,N,8075,179
09/09/2021,Thu,Colorado Rockies,Philadelphia Phillies,4,3,N,18071,180
09/09/2021,Thu,Los Angeles Dodgers,St. Louis Cardinals,1,2,D,31173,176
09/09/2021,Thu,Kansas City Royals,Baltimore Orioles,6,0,N,5087,164
09/09/2021,Thu,Minnesota Twins,Cleveland Indians,1,4,N,11846,166
09/09/2021,Thu,Toronto Blue Jays,New York Yankees,6,4,N,30112,210
09/09/2021,Thu,Chicago White Sox,Oakland Athletics,1,3,D,5078,161
10/09/2021,Fri,Miami Marlins,Atlanta Braves,2,6,N,33850,204
10/09/2021,Fri,San Francisco Giants,Chicago Cubs,6,1,D,29439,184
10/09/2021,Fri,San Diego Padres,Los Angeles Dodgers,0,3,N,48403,173
10/09/2021,Fri,New York Yankees,New York Mets,3,10,N,37288,203
10/09/2021,Fri,Colorado Rockies,Philadelphia Phillies,11,2,N,22138,219
10/09/2021,Fri,Washington Nationals,Pittsburgh Pirates,3,4,N,11808,172
10/09/2021,Fri,Cincinnati Reds,St. Louis Cardinals,4,2,N,29597,163
10/09/2021,Fri,Toronto Blue Jays,Baltimore Orioles,3,6,N,11751,214
10/09/2021,Fri,Boston Red Sox,Chicago White Sox,3,4,N,34365,228
10/09/2021,Fri,Milwaukee Brewers,Cleveland Indians,10,3,N,17667,204
10/09/2021,Fri,Tampa Bay Rays,Detroit Tigers,4,10,N,18321,206
10/09/2021,Fri,Los Angeles Angels,Houston Astros,5,10,N,28740,217
10/09/2021,Fri,Kansas City Royals,Minnesota Twins,6,4,N,20803,217
10/09/2021,Fri,Texas Rangers,Oakland Athletics,5,10,N,7157,205
10/09/2021,Fri,Arizona D'Backs,Seattle Mariners,4,5,N,14379,158
11/09/2021,Sat,Miami Marlins,Atlanta Braves,6,4,N,35250,203
11/09/2021,Sat,San Francisco Giants,Chicago Cubs,15,4,D,34723,227
11/09/2021,Sat,San Diego Padres,Los Angeles Dodgers,4,5,N,46969,182
11/09/2021,Sat,New York Yankees,New York Mets,8,7,N,43144,238
11/09/2021,Sat,Colorado Rockies,Philadelphia Phillies,1,6,N,23232,197
11/09/2021,Sat,Washington Nationals,Pittsburgh Pirates,7,10,N,17993,233
11/09/2021,Sat,Cincinnati Reds,St. Louis Cardinals,4,6,N,33404,164
11/09/2021,Sat,Toronto Blue Jays,Baltimore Orioles,11,10,D,0,191
11/09/2021,Sat,Toronto Blue Jays,Baltimore Orioles,11,2,N,10219,148
11/09/2021,Sat,Boston Red Sox,Chicago White Sox,9,8,N,37854,252
11/09/2021,Sat,Milwaukee Brewers,Cleveland Indians,3,0,N,20100,159
11/09/2021,Sat,Tampa Bay Rays,Detroit Tigers,7,2,N,18842,169
11/09/2021,Sat,Los Angeles Angels,Houston Astros,4,2,N,31547,222
11/09/2021,Sat,Kansas City Royals,Minnesota Twins,2,9,N,19532,193
11/09/2021,Sat,Texas Rangers,Oakland Athletics,8,6,D,7945,166
11/09/2021,Sat,Arizona D'Backs,Seattle Mariners,7,3,N,15483,177
12/09/2021,Sun,Miami Marlins,Atlanta Braves,3,5,D,27847,197
12/09/2021,Sun,San Francisco Giants,Chicago Cubs,6,5,D,32021,182
12/09/2021,Sun,San Diego Padres,Los Angeles Dodgers,0,8,D,42637,165
12/09/2021,Sun,New York Yankees,New York Mets,6,7,N,33805,246
12/09/2021,Sun,Colorado Rockies,Philadelphia Phillies,5,4,D,24099,207
12/09/2021,Sun,Washington Nationals,Pittsburgh Pirates,6,2,D,9714,186
12/09/2021,Sun,Cincinnati Reds,St. Louis Cardinals,0,2,D,32872,155
12/09/2021,Sun,Toronto Blue Jays,Baltimore Orioles,22,7,D,8474,206
12/09/2021,Sun,Boston Red Sox,Chicago White Sox,1,2,D,36178,177
12/09/2021,Sun,Milwaukee Brewers,Cleveland Indians,11,1,D,16332,179
12/09/2021,Sun,Tampa Bay Rays,Detroit Tigers,7,8,D,13396,228
12/09/2021,Sun,Los Angeles Angels,Houston Astros,1,3,D,28763,199
12/09/2021,Sun,Kansas City Royals,Minnesota Twins,5,3,D,19496,211
12/09/2021,Sun,Texas Rangers,Oakland Athletics,4,3,D,6983,184
12/09/2021,Sun,Arizona D'Backs,Seattle Mariners,5,4,D,13551,183
13/09/2021,Mon,Arizona D'Backs,Los Angeles Dodgers,1,5,N,43273,195
13/09/2021,Mon,St. Louis Cardinals,New York Mets,7,0,N,19057,221
13/09/2021,Mon,San Diego Padres,San Francisco Giants,1,9,N,21078,171
13/09/2021,Mon,Miami Marlins,Washington Nationals,3,0,N,19759,156
13/09/2021,Mon,Minnesota Twins,New York Yankees,5,6,D,31528,211
13/09/2021,Mon,Boston Red Sox,Seattle Mariners,4,5,N,18219,191
13/09/2021,Mon,Houston Astros,Texas Rangers,15,1,N,18903,233
13/09/2021,Mon,Tampa Bay Rays,Toronto Blue Jays,1,8,N,12119,173
14/09/2021,Tue,Colorado Rockies,Atlanta Braves,5,4,N,22579,192
14/09/2021,Tue,Arizona D'Backs,Los Angeles Dodgers,4,8,N,44630,194
14/09/2021,Tue,St. Louis Cardinals,New York Mets,7,6,N,21825,274
14/09/2021,Tue,Chicago Cubs,Philadelphia Phillies,6,3,N,16170,204
14/09/2021,Tue,Cincinnati Reds,Pittsburgh Pirates,5,6,N,8896,180
14/09/2021,Tue,San Diego Padres,San Francisco Giants,1,6,N,23192,197
14/09/2021,Tue,Miami Marlins,Washington Nationals,2,8,N,17030,201
14/09/2021,Tue,New York Yankees,Baltimore Orioles,7,2,N,10235,208
14/09/2021,Tue,Los Angeles Angels,Chicago White Sox,3,9,N,21848,201
14/09/2021,Tue,Milwaukee Brewers,Detroit Tigers,0,1,N,12433,196
14/09/2021,Tue,Oakland Athletics,Kansas City Royals,7,10,N,10254,239
14/09/2021,Tue,Cleveland Indians,Minnesota Twins,3,1,D,15319,126
14/09/2021,Tue,Cleveland Indians,Minnesota Twins,3,6,N,18905,137
14/09/2021,Tue,Boston Red Sox,Seattle Mariners,8,4,N,19887,239
14/09/2021,Tue,Houston Astros,Texas Rangers,1,8,N,19451,165
14/09/2021,Tue,Tampa Bay Rays,Toronto Blue Jays,2,0,N,13103,140
15/09/2021,Wed,Colorado Rockies,Atlanta Braves,3,2,N,21382,256
15/09/2021,Wed,Arizona D'Backs,Los Angeles Dodgers,3,5,N,46520,206
15/09/2021,Wed,St. Louis Cardinals,New York Mets,11,4,N,21001,214
15/09/2021,Wed,Chicago Cubs,Philadelphia Phillies,5,6,N,16299,192
15/09/2021,Wed,Cincinnati Reds,Pittsburgh Pirates,4,5,N,9320,183
15/09/2021,Wed,San Diego Padres,San Francisco Giants,9,6,N,21212,246
15/09/2021,Wed,Miami Marlins,Washington Nationals,8,6,D,16309,233
15/09/2021,Wed,New York Yankees,Baltimore Orioles,4,3,N,10402,198
15/09/2021,Wed,Los Angeles Angels,Chicago White Sox,3,2,N,26505,192
15/09/2021,Wed,Milwaukee Brewers,Detroit Tigers,1,4,D,11321,166
15/09/2021,Wed,Oakland Athletics,Kansas City Royals,12,10,N,11056,242
15/09/2021,Wed,Cleveland Indians,Minnesota Twins,12,3,N,14222,169
15/09/2021,Wed,Boston Red Sox,Seattle Mariners,9,4,D,17860,238
15/09/2021,Wed,Houston Astros,Texas Rangers,7,2,N,20991,176
15/09/2021,Wed,Tampa Bay Rays,Toronto Blue Jays,3,6,D,12153,149
16/09/2021,Thu,Chicago Cubs,Philadelphia Phillies,8,17,N,20208,238
16/09/2021,Thu,Cincinnati Reds,Pittsburgh Pirates,1,0,D,9102,185
16/09/2021,Thu,San Diego Padres,San Francisco Giants,7,4,D,23379,219
16/09/2021,Thu,New York Yankees,Baltimore Orioles,2,3,N,20164,244
16/09/2021,Thu,Los Angeles Angels,Chicago White Sox,9,3,D,27098,196
16/09/2021,Thu,Oakland Athletics,Kansas City Royals,7,2,D,11729,208
16/09/2021,Thu,Detroit Tigers,Tampa Bay Rays,2,5,N,10206,158
16/09/2021,Thu,Houston Astros,Texas Rangers,12,1,N,19121,208
17/09/2021,Fri,Los Angeles Dodgers,Cincinnati Reds,1,3,N,28926,154
17/09/2021,Fri,Pittsburgh Pirates,Miami Marlins,2,1,N,7884,184
17/09/2021,Fri,Chicago Cubs,Milwaukee Brewers,5,8,N,28483,225
17/09/2021,Fri,Philadelphia Phillies,New York Mets,4,3,N,26967,232
17/09/2021,Fri,Atlanta Braves,San Francisco Giants,5,6,N,26644,195
17/09/2021,Fri,San Diego Padres,St. Louis Cardinals,2,8,N,30937,193
17/09/2021,Fri,Colorado Rockies,Washington Nationals,9,8,N,21195,244
17/09/2021,Fri,Oakland Athletics,Los Angeles Angels,5,4,N,18918,199
17/09/2021,Fri,Baltimore Orioles,Boston Red Sox,1,7,N,29811,207
17/09/2021,Fri,Arizona D'Backs,Houston Astros,3,4,N,22595,220
17/09/2021,Fri,Seattle Mariners,Kansas City Royals,6,2,N,14904,215
17/09/2021,Fri,Cleveland Indians,New York Yankees,0,8,N,31403,170
17/09/2021,Fri,Detroit Tigers,Tampa Bay Rays,4,7,N,16451,197
17/09/2021,Fri,Chicago White Sox,Texas Rangers,8,0,N,28288,207
17/09/2021,Fri,Minnesota Twins,Toronto Blue Jays,7,3,N,14798,182
18/09/2021,Sat,Los Angeles Dodgers,Cincinnati Reds,5,1,D,29861,185
18/09/2021,Sat,Pittsburgh Pirates,Miami Marlins,6,3,N,12300,210
18/09/2021,Sat,Chicago Cubs,Milwaukee Brewers,4,6,N,33625,215
18/09/2021,Sat,Philadelphia Phillies,New York Mets,5,3,N,33442,215
18/09/2021,Sat,Atlanta Braves,San Francisco Giants,0,2,N,32058,160
18/09/2021,Sat,San Diego Padres,St. Louis Cardinals,2,3,N,40626,179
18/09/2021,Sat,Colorado Rockies,Washington Nationals,6,0,D,29315,186
18/09/2021,Sat,Oakland Athletics,Los Angeles Angels,3,1,N,27150,186
18/09/2021,Sat,Baltimore Orioles,Boston Red Sox,3,9,D,30027,189
18/09/2021,Sat,Arizona D'Backs,Houston Astros,6,4,N,25314,224
18/09/2021,Sat,Seattle Mariners,Kansas City Royals,1,8,N,20085,207
18/09/2021,Sat,Cleveland Indians,New York Yankees,11,3,D,39088,206
18/09/2021,Sat,Detroit Tigers,Tampa Bay Rays,4,3,D,22921,170
18/09/2021,Sat,Chicago White Sox,Texas Rangers,1,2,N,31121,195
18/09/2021,Sat,Minnesota Twins,Toronto Blue Jays,2,6,D,14722,178
19/09/2021,Sun,Los Angeles Dodgers,Cincinnati Reds,8,5,D,26621,189
19/09/2021,Sun,Pittsburgh Pirates,Miami Marlins,5,6,D,9870,216
19/09/2021,Sun,Chicago Cubs,Milwaukee Brewers,6,4,D,34213,226
19/09/2021,Sun,Philadelphia Phillies,New York Mets,2,3,N,24832,214
19/09/2021,Sun,Atlanta Braves,San Francisco Giants,3,0,D,32210,171
19/09/2021,Sun,San Diego Padres,St. Louis Cardinals,7,8,D,35326,196
19/09/2021,Sun,Colorado Rockies,Washington Nationals,0,3,D,26303,181
19/09/2021,Sun,Oakland Athletics,Los Angeles Angels,3,2,D,22456,201
19/09/2021,Sun,Baltimore Orioles,Boston Red Sox,6,8,D,27010,175
19/09/2021,Sun,Arizona D'Backs,Houston Astros,6,7,D,23888,197
19/09/2021,Sun,Seattle Mariners,Kansas City Royals,7,1,D,16872,184
19/09/2021,Sun,Cleveland Indians,New York Yankees,11,1,D,34110,205
19/09/2021,Sun,Detroit Tigers,Tampa Bay Rays,2,0,D,17948,164
19/09/2021,Sun,Chicago White Sox,Texas Rangers,7,2,D,24918,186
19/09/2021,Sun,Minnesota Twins,Toronto Blue Jays,3,5,D,14601,178
20/09/2021,Mon,Atlanta Braves,Arizona D'Backs,11,4,N,9642,209
20/09/2021,Mon,Pittsburgh Pirates,Cincinnati Reds,5,9,N,17086,205
20/09/2021,Mon,Washington Nationals,Miami Marlins,7,8,N,5383,235
20/09/2021,Mon,St. Louis Cardinals,Milwaukee Brewers,5,2,N,28291,163
20/09/2021,Mon,Baltimore Orioles,Philadelphia Phillies,2,0,N,21440,169
20/09/2021,Mon,Houston Astros,Los Angeles Angels,10,0,N,16070,192
20/09/2021,Mon,Kansas City Royals,Cleveland Indians,7,2,D,0,128
20/09/2021,Mon,Kansas City Royals,Cleveland Indians,4,2,N,11459,157
20/09/2021,Mon,Chicago White Sox,Detroit Tigers,3,4,N,12884,176
20/09/2021,Mon,Texas Rangers,New York Yankees,3,4,N,22160,201
20/09/2021,Mon,Seattle Mariners,Oakland Athletics,4,2,N,4068,167
20/09/2021,Mon,Toronto Blue Jays,Tampa Bay Rays,4,6,N,10119,203
21/09/2021,Tue,Atlanta Braves,Arizona D'Backs,6,1,N,8879,187
21/09/2021,Tue,Minnesota Twins,Chicago Cubs,9,5,N,25594,245
21/09/2021,Tue,Pittsburgh Pirates,Cincinnati Reds,6,2,N,9475,216
21/09/2021,Tue,Los Angeles Dodgers,Colorado Rockies,5,4,N,23869,210
21/09/2021,Tue,Washington Nationals,Miami Marlins,7,1,N,5926,182
21/09/2021,Tue,St. Louis Cardinals,Milwaukee Brewers,2,1,N,30475,204
21/09/2021,Tue,Baltimore Orioles,Philadelphia Phillies,2,3,N,18955,220
21/09/2021,Tue,San Francisco Giants,San Diego Padres,6,5,N,36439,225
21/09/2021,Tue,Houston Astros,Los Angeles Angels,10,5,N,18332,188
21/09/2021,Tue,New York Mets,Boston Red Sox,3,6,N,32146,218
21/09/2021,Tue,Kansas City Royals,Cleveland Indians,1,4,N,23341,155
21/09/2021,Tue,Chicago White Sox,Detroit Tigers,3,5,D,10585,207
21/09/2021,Tue,Texas Rangers,New York Yankees,1,7,N,23335,180
21/09/2021,Tue,Seattle Mariners,Oakland Athletics,5,2,N,4246,179
21/09/2021,Tue,Toronto Blue Jays,Tampa Bay Rays,4,2,N,9888,199
22/09/2021,Wed,Atlanta Braves,Arizona D'Backs,9,2,N,10631,180
22/09/2021,Wed,Minnesota Twins,Chicago Cubs,5,4,N,24402,182
22/09/2021,Wed,Los Angeles Dodgers,Colorado Rockies,5,10,N,27013,205
22/09/2021,Wed,Washington Nationals,Miami Marlins,7,5,N,5908,197
22/09/2021,Wed,St. Louis Cardinals,Milwaukee Brewers,10,2,N,29635,177
22/09/2021,Wed,Baltimore Orioles,Philadelphia Phillies,3,4,N,18133,199
22/09/2021,Wed,San Francisco Giants,San Diego Padres,8,6,N,38189,236
22/09/2021,Wed,Houston Astros,Los Angeles Angels,9,5,N,14863,258
22/09/2021,Wed,New York Mets,Boston Red Sox,5,12,N,30254,222
22/09/2021,Wed,Texas Rangers,New York Yankees,3,7,N,25170,201
22/09/2021,Wed,Seattle Mariners,Oakland Athletics,4,1,N,4149,178
22/09/2021,Wed,Toronto Blue Jays,Tampa Bay Rays,1,7,D,10994,200
23/09/2021,Thu,Atlanta Braves,Arizona D'Backs,4,6,D,6880,176
23/09/2021,Thu,Washington Nationals,Cincinnati Reds,3,2,N,11836,189
23/09/2021,Thu,Los Angeles Dodgers,Colorado Rockies,7,5,D,22356,241
23/09/2021,Thu,St. Louis Cardinals,Milwaukee Brewers,8,5,D,30804,211
23/09/2021,Thu,Pittsburgh Pirates,Philadelphia Phillies,6,12,N,16154,201
23/09/2021,Thu,San Francisco Giants,San Diego Padres,6,7,D,31049,250
23/09/2021,Thu,Houston Astros,Los Angeles Angels,2,3,N,19829,198
23/09/2021,Thu,Texas Rangers,Baltimore Orioles,0,3,N,6328,166
23/09/2021,Thu,Chicago White Sox,Cleveland Indians,7,2,D,11851,166
23/09/2021,Thu,Chicago White Sox,Cleveland Indians,3,5,N,11336,154
23/09/2021,Thu,Toronto Blue Jays,Minnesota Twins,2,7,N,15509,214
23/09/2021,Thu,Seattle Mariners,Oakland Athletics,6,5,D,4966,196
24/09/2021,Fri,Los Angeles Dodgers,Arizona D'Backs,4,2,N,19001,179
24/09/2021,Fri,St. Louis Cardinals,Chicago Cubs,8,5,D,29030,159
24/09/2021,Fri,St. Louis Cardinals,Chicago Cubs,12,4,N,35020,161
24/09/2021,Fri,Washington Nationals,Cincinnati Reds,7,8,N,16021,264
